variable,beta,std,zval,pval,description,dispersion,pseudo_r2,aic,nobs,df
diag_vitamin_b12,0.162750855346766,0.110361201133298,1.4747108012189,0.140290310929799,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
somo35_mean,-1.96012472627635e-05,3.88526641569959e-05,-0.504502012617687,0.613908648230678,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
pm10_mean_concentration,0.00510855795963764,0.0252884842776122,0.202011235768695,0.839907940392054,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
o3_mean_concentration,0.00429418070422092,0.00996301992571973,0.431011955836343,0.666459677250888,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
no2_mean_concentration,-0.00151278283974592,0.0154476327126443,-0.097929751948832,0.921988074890062,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
ges_resid,-1.30721838093263e-05,0.000140860170037662,-0.092802555937787,0.926060420431351,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_equip_d2,-0.0153444752994006,0.0213076663317614,-0.720138707847513,0.471439597051819,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_equip_a1,-0.124321891251451,0.0497912427405038,-2.49686258885679,0.0125297499135266,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_equip_c1,-0.0512668167650807,0.156039246009876,-0.328550784985438,0.742495252446697,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_equip_c2,0.95841659348827,0.65538624770318,1.46236909432731,0.143640093801859,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_ape5610c,0.0315977713083213,0.0435738521802657,0.725154415487545,0.468357304558474,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_ape9312z,-0.0392335026130203,0.038907542626385,-1.00837780966445,0.313273121683154,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_ape4722z,-0.0852825141505161,0.223555744844205,-0.381482096154358,0.702845553827962,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
n_ape4723z,-0.392664261357756,0.339999589484655,-1.15489628076589,0.248132902654218,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
coups,0.0139006145336466,0.0605687827183804,0.22950130264758,0.818479308278586,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
ac_prop,0.239064172612348,0.451539465428383,0.529442476053658,0.596498538998034,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
